gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
C15orf52,1.41E-13,1.14E+00,-5.77E-01,6,1
UBXN11,1.40E-13,1.14E+00,3.17E-01,6,2
PPP1R36,1.71E-10,1.14E+00,1.65E-01,6,0
KCNJ5,3.36E-04,1.14E+00,1.33E+00,6,0
AGBL1,1.44E-30,1.14E+00,-2.23E+00,6,8
CCDC37,4.68E-18,1.14E+00,-6.01E-02,6,18
CBLC,4.24E-11,1.14E+00,3.74E-01,6,380
GRAMD3,2.52E-12,1.14E+00,1.04E+00,6,0
ZFYVE19,3.20E-14,1.14E+00,4.45E-01,6,0
KIF9,5.48E-22,1.14E+00,5.76E-01,6,0
CDCA5,1.16E-03,1.14E+00,1.10E+00,6,0
DMP1,1.49E-07,1.14E+00,2.73E-01,6,0
ENPEP,1.39E-28,1.14E+00,-1.16E-01,6,14
RBFA,9.51E-05,1.14E+00,-3.81E-01,6,0
SARM1,1.70E-10,1.14E+00,1.90E+00,6,120044
TERF2IP,2.67E-05,1.14E+00,-2.92E-02,6,0
DALRD3,1.69E-10,1.14E+00,2.73E-01,6,0
CCER2,3.97E-03,1.14E+00,2.60E-01,6,0
PPP1R14A,1.27E-01,1.14E+00,5.58E-01,6,0
PRG3,3.34E-04,1.14E+00,-4.51E-01,6,0
C2orf61,9.51E-05,1.14E+00,-8.61E-01,6,0
SCRN3,1.48E-07,1.14E+00,-2.30E-02,6,2
ACAT2,5.53E-07,1.14E+00,6.99E-01,6,0
GPR113,1.19E-22,1.14E+00,6.36E-01,6,4
DQX1,5.00E-20,1.14E+00,8.12E-01,6,3
HDHD1,1.27E-01,1.14E+00,8.03E-02,6,0
SCTR,2.43E-12,1.14E+00,-2.43E-02,6,2
ADAD2,2.39E-12,1.14E+00,-2.36E+00,6,0
TSEN2,1.01E-11,1.14E+00,-9.99E-01,6,0
C3orf20,2.38E-21,1.14E+00,4.29E-01,6,1
CSRP1,3.33E-04,1.14E+00,2.15E-01,6,0
LRRC2,5.50E-07,1.14E+00,9.31E-01,6,0
SNAI3,1.32E-02,1.14E+00,-8.66E-01,6,0
RP11-385D13.1,5.80E-26,1.14E+00,9.84E-01,6,3
TRIT1,4.09E-11,1.14E+00,7.83E-01,6,0
HYKK,7.33E-06,1.15E+00,6.73E-01,6,11
KRT84,6.56E-10,1.15E+00,-1.22E+00,6,0
MPO,7.11E-15,1.15E+00,3.23E-01,6,3
SLC22A8,2.60E-09,1.15E+00,9.72E-01,6,0
VAMP1,3.94E-03,1.15E+00,1.23E+00,6,0
HAO1,1.46E-07,1.15E+00,-4.97E-01,6,0
ZNF786,2.35E-12,1.15E+00,-1.45E+00,6,1
TATDN3,5.44E-07,1.15E+00,4.32E-01,6,1
CES3,2.34E-12,1.15E+00,5.26E-01,6,1
CSNK1A1L,1.32E-02,1.15E+00,1.72E-01,6,0
IQCK,2.00E-06,1.15E+00,-1.16E-02,6,0
GPR112,1.21E-34,1.15E+00,-8.28E-01,6,30
MASP2,3.04E-14,1.15E+00,6.24E-02,6,1
TIMM21,9.33E-05,1.15E+00,7.83E-03,6,0
SLC13A2,1.29E-13,1.15E+00,9.63E-01,6,0
CSH2,1.32E-02,1.15E+00,-8.68E-01,6,1
TRPV3,4.60E-20,1.15E+00,1.71E-01,6,0
ESD,5.39E-07,1.15E+00,3.98E-01,6,2
MRPS24,3.92E-03,1.15E+00,8.66E-02,6,0
ANKRD61,3.93E-03,1.15E+00,1.34E+00,6,0
TTC16,4.11E-18,1.15E+00,4.31E-01,6,0
TRIM69,2.57E-09,1.15E+00,-4.01E-01,6,0
ZNF432,3.00E-14,1.15E+00,-3.43E-01,6,0
TSR3,1.14E-03,1.15E+00,-5.02E-01,6,0
NBPF1,2.38E-25,1.15E+00,-1.09E+00,6,2
HMGN5,3.10E-01,1.15E+00,-1.51E-01,6,0
MRPL2,1.43E-07,1.15E+00,1.34E-01,6,0
SH3RF2,1.27E-13,1.15E+00,-1.24E-01,6,0
ARSG,6.37E-10,1.15E+00,8.93E-01,6,0
CIB1,3.26E-04,1.15E+00,6.12E-02,6,0
KIR2DL4,4.23E-02,1.15E+00,2.83E-01,6,0
ATP5J2-PTCD1,2.91E-14,1.15E+00,-5.60E-01,6,0
TGDS,2.48E-09,1.15E+00,3.00E-01,6,0
PTCD1,2.91E-14,1.15E+00,-5.60E-01,6,0
CDKL3,2.26E-12,1.15E+00,3.88E-01,6,1
CHRNA3,1.42E-07,1.15E+00,7.35E-01,6,0
RILPL2,3.89E-03,1.15E+00,5.18E-01,6,0
SPATA7,5.18E-13,1.15E+00,4.09E-02,6,1
SCPEP1,1.23E-13,1.15E+00,6.11E-01,6,0
FAM195B,4.22E-02,1.15E+00,5.31E-01,6,0
CA4,7.13E-06,1.15E+00,-1.22E-01,6,0
DFNB59,3.72E-08,1.15E+00,1.34E-01,6,0
PLK5,9.20E-05,1.15E+00,2.83E-01,6,0
GCKR,8.54E-19,1.15E+00,-1.14E+00,6,0
SH2D1B,1.30E-02,1.15E+00,3.19E-01,6,1
CD276,2.47E-09,1.15E+00,4.86E-02,6,0
IQCF1,1.12E-03,1.15E+00,-3.13E-01,6,0
ZNF195,3.87E-03,1.15E+00,1.17E+00,6,0
HOXC9,1.30E-02,1.15E+00,3.54E-01,6,0
ZNF738,4.20E-02,1.15E+00,4.17E-01,6,1
FUNDC1,4.21E-02,1.15E+00,2.59E-01,6,1
TIFA,1.25E-01,1.15E+00,8.95E-01,6,0
TPMT,7.11E-06,1.15E+00,2.90E-01,6,0
VWA8,8.41E-70,1.15E+00,-2.06E-01,6,0
CWF19L1,1.44E-15,1.15E+00,1.10E+00,6,0
TSSK2,3.86E-03,1.15E+00,8.07E-01,6,0
LPO,7.50E-17,1.15E+00,2.42E-01,6,0
ADAMTSL5,3.70E-11,1.15E+00,-4.52E-01,6,0
OTOP3,3.69E-11,1.15E+00,-1.20E+00,6,1
CAPN11,4.41E-24,1.15E+00,2.33E-01,6,2
NBPF3,8.08E-19,1.15E+00,-3.01E-02,6,0
ZSCAN31,3.65E-08,1.15E+00,8.42E-02,6,10
CCDC154,7.25E-17,1.15E+00,5.18E-01,6,0
TMC2,2.08E-27,1.15E+00,2.26E-01,6,5
ARHGEF19,3.95E-20,1.15E+00,9.65E-01,6,0
MFAP3,1.12E-03,1.15E+00,5.25E-01,6,0
RPTN,2.55E-05,1.15E+00,-4.81E-01,6,4
TLL2,2.14E-31,1.15E+00,4.47E-01,6,0
GCSAML,1.25E-01,1.15E+00,-3.12E-01,6,434
TMPRSS15,4.58E-32,1.15E+00,-8.60E-01,6,1
BAG2,4.20E-02,1.15E+00,1.28E+00,6,0
PRCP,8.76E-12,1.15E+00,-4.02E-02,6,0
EXOC3L1,1.74E-19,1.15E+00,3.34E-01,6,1
PNP,7.00E-06,1.15E+00,4.39E-01,6,0
COMMD4,3.20E-04,1.15E+00,-7.09E-02,6,0
FARS2,9.30E-09,1.15E+00,6.82E-01,6,0
PDPN,3.20E-04,1.15E+00,-5.20E-01,6,0
MUL1,1.91E-06,1.15E+00,8.57E-01,6,0
SERPINB13,7.02E-06,1.15E+00,-5.41E-01,6,3
MBOAT4,1.36E-07,1.15E+00,1.51E+00,6,0
EDARADD,3.18E-04,1.15E+00,1.14E+00,6,0
C1QA,3.82E-03,1.15E+00,1.29E+00,6,0
PFKP,8.83E-25,1.15E+00,-7.09E-03,6,1
ACADM,2.05E-12,1.15E+00,5.43E-01,6,0
PLA2G3,3.56E-11,1.15E+00,-7.13E-02,6,3
CNGB1,1.84E-37,1.15E+00,-8.28E-01,6,0
SCLY,2.33E-09,1.15E+00,-9.12E-02,6,0
CHRNA6,3.57E-08,1.15E+00,1.25E-01,6,1
PLSCR4,1.90E-06,1.15E+00,4.31E-01,6,0
SLC35A5,1.89E-06,1.15E+00,-7.13E-02,6,0
WHAMM,4.81E-13,1.15E+00,-1.80E-01,6,0
ARMC4,1.90E-25,1.15E+00,5.11E-01,6,0
RNF141,9.02E-05,1.15E+00,1.04E+00,6,0
CNTN6,9.02E-31,1.15E+00,-3.00E+00,6,1
ZNF623,6.93E-06,1.15E+00,8.51E-01,6,0
MOCOS,1.62E-19,1.15E+00,-4.50E-01,6,0
YPEL3,4.16E-02,1.15E+00,1.54E+00,6,0
SLC22A2,2.02E-12,1.15E+00,-6.67E-02,6,0
SPRY3,3.81E-03,1.15E+00,1.98E-02,6,0
TWIST2,5.60E-01,1.15E+00,2.13E+00,6,0
NR1I3,3.53E-08,1.15E+00,8.11E-01,6,0
FAM183A,4.16E-02,1.15E+00,5.04E-02,6,0
TMEM127,1.29E-02,1.15E+00,4.48E-01,6,0
FIGF,2.50E-05,1.15E+00,4.99E-01,6,8
FASTKD3,5.86E-10,1.15E+00,8.14E-01,6,0
ZNF165,9.11E-09,1.15E+00,7.31E-01,6,0
OFCC1,1.89E-06,1.15E+00,2.66E-01,6,0
NEK4,8.69E-27,1.15E+00,8.83E-01,6,1
LEPREL1,7.79E-21,1.16E+00,-2.35E-01,6,0
MTHFD2L,6.86E-06,1.16E+00,-1.69E-01,6,0
C18orf54,1.87E-06,1.16E+00,-5.68E-01,6,0
C1RL,3.46E-08,1.16E+00,9.02E-01,6,0
HLA-DRB1,1.10E-03,1.16E+00,1.18E+00,6,0
HRH1,1.86E-06,1.16E+00,8.13E-01,6,0
NCR3LG1,8.86E-05,1.16E+00,1.69E+00,6,0
C9orf117,8.24E-12,1.16E+00,7.52E-01,6,0
DIRC2,2.25E-09,1.16E+00,1.33E+00,6,0
OXSM,2.47E-05,1.16E+00,-2.16E-02,6,0
OIT3,3.39E-11,1.16E+00,9.65E-01,6,0
IZUMO2,2.47E-05,1.16E+00,2.73E-01,6,0
DCDC2,5.66E-10,1.16E+00,4.32E-01,6,0
DCSTAMP,1.86E-06,1.16E+00,3.58E-01,6,1
ISCU,4.15E-02,1.16E+00,2.07E-01,6,0
PCDHA13,2.45E-14,1.16E+00,1.28E-01,6,0
LRRC9,1.60E-33,1.16E+00,1.70E+00,6,0
TACR2,8.83E-05,1.16E+00,4.34E-01,6,0
XKRX,3.13E-04,1.16E+00,4.82E-01,6,8
KHDC3L,1.23E-01,1.16E+00,1.96E-01,6,0
C16orf97,4.13E-02,1.16E+00,5.04E-01,6,0
MSRB3,3.77E-03,1.16E+00,3.13E-01,6,0
OR8D4,1.23E-01,1.16E+00,-2.98E-01,6,0
NDUFS4,3.12E-04,1.16E+00,-8.42E-01,6,0
TRPA1,7.23E-35,1.16E+00,3.57E-02,6,1
SLC9A3R1,8.84E-05,1.16E+00,-4.72E-01,6,0
C11orf88,3.12E-04,1.16E+00,-9.17E-02,6,0
ABCC2,5.20E-47,1.16E+00,-9.95E-01,6,2
PTPMT1,1.27E-02,1.16E+00,4.89E-01,6,0
ORMDL1,1.23E-01,1.16E+00,7.77E-01,6,0
TFAP2E,2.45E-05,1.16E+00,1.02E+00,6,0
MSH3,7.44E-31,1.16E+00,-7.99E-01,6,0
SBSPON,6.71E-06,1.16E+00,-5.52E-02,6,0
EFCAB6,1.19E-45,1.16E+00,-2.57E-01,6,18
STX4,1.30E-07,1.16E+00,1.11E+00,6,0
H3F3A,1.23E-01,1.16E+00,3.16E+00,6,0
SIAE,7.79E-12,1.16E+00,1.25E-01,6,1
EPCAM,1.28E-07,1.16E+00,-1.43E+00,6,0
CLIC4,1.09E-03,1.16E+00,7.92E-01,6,0
ZNF226,5.24E-15,1.16E+00,-8.33E-01,6,1
SLC12A9,1.18E-15,1.16E+00,2.44E+00,6,0
ZNF595,3.06E-01,1.16E+00,1.60E+00,6,0
MLNR,1.27E-02,1.16E+00,6.18E-01,6,0
EIF4EBP2,3.06E-01,1.16E+00,6.87E-02,6,0
HPSE,2.27E-14,1.16E+00,5.58E-01,6,3
BAG5,1.81E-06,1.16E+00,3.72E-01,6,0
SLC25A10,4.86E-07,1.16E+00,6.25E-01,6,0
SLC25A29,1.09E-03,1.16E+00,7.65E-01,6,0
FAM153A,6.70E-06,1.16E+00,4.98E-01,6,3
CEP44,1.27E-07,1.16E+00,4.93E-01,6,0
CMTR2,5.35E-10,1.16E+00,-1.27E-01,6,0
HSD17B7,6.65E-06,1.16E+00,5.88E-01,6,0
FAM169B,1.26E-02,1.16E+00,-3.81E-01,6,0
TPBG,1.26E-02,1.16E+00,6.73E-02,6,0
MRO,1.80E-06,1.16E+00,-4.24E-01,6,24
GYPA,1.08E-03,1.16E+00,-5.50E-01,6,0
SLX1A,1.23E-01,1.16E+00,1.38E+00,6,0
ZNF675,1.23E-01,1.16E+00,-2.25E-01,6,0
ZNF200,1.80E-06,1.16E+00,-1.49E+00,6,0
CHTF18,3.07E-28,1.16E+00,-3.79E+00,6,0
ZNHIT6,7.53E-12,1.16E+00,2.96E-01,6,0
GCNT2,2.41E-05,1.16E+00,-1.10E+00,6,0
DFFA,8.66E-05,1.16E+00,3.22E-01,6,0
RHOB,1.23E-01,1.16E+00,2.51E+00,6,0
AC006547.14,4.80E-07,1.16E+00,9.26E-01,6,0
TMED6,8.63E-05,1.16E+00,-5.23E-01,6,0
RPUSD4,4.73E-07,1.16E+00,-4.02E-01,6,0
ANKK1,7.40E-12,1.16E+00,1.18E-02,6,9
PCDHA11,5.46E-17,1.16E+00,-6.24E-01,6,0
ADAM28,2.96E-24,1.16E+00,-9.15E-01,6,1
MCAT,3.06E-04,1.16E+00,2.91E-01,6,0
PLEKHF1,1.25E-02,1.16E+00,1.89E-01,6,0
GDAP1,3.24E-08,1.16E+00,1.00E+00,6,0
SYNM,3.03E-24,1.16E+00,-6.73E-01,6,2
TULP2,2.47E-16,1.16E+00,5.26E-01,6,4
PIGX,2.38E-05,1.16E+00,1.16E+00,6,0
OCEL1,3.06E-04,1.16E+00,-3.36E-01,6,10
ADM,4.08E-02,1.16E+00,-1.07E-01,6,0
SERPINB11,4.73E-07,1.16E+00,-1.02E+00,6,3
GNE,2.48E-16,1.16E+00,2.59E+00,6,0
MLC1,3.24E-08,1.16E+00,2.03E-01,6,1
ACADL,1.74E-12,1.16E+00,8.56E-01,6,0
LDLRAP1,6.50E-06,1.16E+00,-2.01E-01,6,0
C2orf62,2.08E-09,1.16E+00,3.17E-01,6,0
ELL3,1.70E-12,1.16E+00,4.70E-01,6,0
PPAN,1.72E-12,1.16E+00,-1.77E+00,6,4
PPAN-P2RY11,1.72E-12,1.16E+00,-1.77E+00,6,4
CA13,1.76E-06,1.16E+00,1.97E-01,6,0
BAG1,6.53E-06,1.16E+00,-5.21E-01,6,0
FUT11,1.76E-06,1.16E+00,-7.31E-01,6,0
SLC24A5,5.15E-10,1.16E+00,3.17E-01,6,1
SLC19A1,6.47E-06,1.16E+00,6.06E-01,6,0
NPSR1,2.05E-09,1.16E+00,-3.76E-01,6,0
MEGT1,1.23E-07,1.16E+00,6.51E-01,6,0
TRIM62,3.18E-08,1.16E+00,1.58E+00,6,0
TIGD1,3.68E-03,1.16E+00,-4.04E-01,6,0
LTF,1.27E-21,1.16E+00,-2.26E-01,6,1
SLC22A18,6.46E-06,1.16E+00,1.16E-01,6,0
TPD52,8.49E-05,1.16E+00,9.01E-01,6,0
SAMD15,1.24E-10,1.16E+00,2.33E-01,6,0
C19orf55,5.06E-10,1.17E+00,2.79E-01,6,0
LGALS9B,8.44E-05,1.17E+00,5.41E-01,6,1
TSPAN2,2.35E-05,1.17E+00,3.25E-01,6,0
CRTAM,8.06E-09,1.17E+00,3.72E-01,6,0
ZC3HAV1L,1.06E-03,1.17E+00,5.05E-01,6,0
GTF2IRD2,3.15E-08,1.17E+00,1.12E+00,6,3
CBLN2,1.22E-01,1.17E+00,1.87E+00,6,0
NOD1,2.46E-18,1.17E+00,1.19E-01,6,2
GRHPR,4.64E-07,1.17E+00,7.39E-01,6,0
POLR3GL,2.34E-05,1.17E+00,3.39E-01,6,0
PCDHB17,2.35E-05,1.17E+00,3.21E-01,6,0
CYP2E1,8.07E-09,1.17E+00,8.78E-01,6,0
CRYZL1,2.01E-09,1.17E+00,7.61E-01,6,0
FAM83D,3.13E-08,1.17E+00,2.14E-01,6,0
PYROXD2,1.00E-15,1.17E+00,-2.53E-01,6,1
PKDREJ,2.01E-09,1.17E+00,1.03E+00,6,0
HK3,5.60E-23,1.17E+00,2.77E-02,6,1
AMDHD1,3.13E-08,1.17E+00,-3.04E-01,6,0
IDUA,3.76E-13,1.17E+00,-5.98E-01,6,0
DMRTA1,6.37E-06,1.17E+00,-1.18E+00,6,0
SLC47A1,1.96E-14,1.17E+00,-1.86E-01,6,0
DZANK1,5.30E-21,1.17E+00,-1.35E-01,6,0
GNPNAT1,1.24E-02,1.17E+00,1.33E+00,6,0
ERMAP,4.91E-10,1.17E+00,7.05E-01,6,0
DUSP14,1.21E-01,1.17E+00,1.45E+00,6,0
FRA10AC1,4.91E-10,1.17E+00,4.75E-01,6,0
SLC25A20,1.20E-07,1.17E+00,3.05E-01,6,0
PDCD5,3.64E-03,1.17E+00,2.98E-01,6,0
CCDC51,3.11E-08,1.17E+00,1.08E+00,6,0
GCFC2,2.56E-24,1.17E+00,3.92E-03,6,2
PLA2G4F,1.15E-27,1.17E+00,-5.32E-01,6,1
APOBEC3A,1.05E-03,1.17E+00,-3.63E-01,6,5
QTRTD1,4.85E-10,1.17E+00,6.28E-01,6,0
BLK,8.35E-14,1.17E+00,-1.88E+00,6,0
ZDHHC1,4.84E-10,1.17E+00,1.14E+00,6,0
ITFG3,6.70E-12,1.17E+00,-7.71E-01,6,0
TMEM9,3.63E-03,1.17E+00,1.11E+00,6,0
XIRP1,2.27E-30,1.17E+00,-3.48E-01,6,1
LAX1,2.96E-04,1.17E+00,4.32E-01,6,0
LRPAP1,4.50E-07,1.17E+00,-1.03E+00,6,0
IZUMO1,3.04E-08,1.17E+00,1.10E+00,6,0
CASP4,3.05E-08,1.17E+00,1.76E-01,6,1
DPYS,2.79E-11,1.17E+00,3.35E-01,6,3
PPID,1.93E-09,1.17E+00,6.06E-01,6,0
PLIN3,1.18E-07,1.17E+00,-8.88E-02,6,0
MPI,1.17E-07,1.17E+00,1.53E-01,6,0
COX6B1,1.21E-01,1.17E+00,7.48E-01,6,0
ME1,8.20E-14,1.17E+00,-2.87E-01,6,4
10-Sep,4.74E-10,1.17E+00,-1.14E+00,6,0
KDELC2,1.14E-10,1.17E+00,4.90E-01,6,2
RRP15,2.94E-04,1.17E+00,-4.53E-01,6,0
ZNF764,8.24E-05,1.17E+00,-4.47E-01,6,1
LINGO4,8.24E-05,1.17E+00,6.78E-01,6,0
GRM6,4.46E-17,1.17E+00,-5.12E-01,6,1
TNFRSF10D,3.00E-08,1.17E+00,-9.39E-03,6,0
DUSP18,1.20E-01,1.17E+00,1.07E-01,6,0
SLC16A3,2.94E-04,1.17E+00,-5.06E-02,6,0
MRPL41,5.55E-01,1.17E+00,4.19E-01,6,0
NEK5,1.01E-23,1.17E+00,4.23E-01,6,2
FAM153B,2.97E-08,1.17E+00,-4.47E-01,6,0
SNRNP48,7.57E-09,1.17E+00,1.37E+00,6,0
TMEM41A,2.93E-04,1.17E+00,4.64E-01,6,0
DBF4B,2.68E-11,1.17E+00,8.55E-01,6,0
PMM1,1.66E-06,1.17E+00,8.40E-01,6,0
FAM227A,1.97E-16,1.17E+00,1.10E+00,6,0
CPT2,4.60E-10,1.17E+00,3.97E-01,6,0
ABRA,6.15E-06,1.17E+00,-1.52E-01,6,0
DMRT3,6.15E-06,1.17E+00,-1.69E+00,6,0
HELB,9.59E-26,1.17E+00,3.93E-01,6,46
LTB4R,1.20E-01,1.17E+00,1.60E+00,6,0
ACADSB,2.66E-11,1.17E+00,-6.97E-02,6,0
GSTM3,4.36E-07,1.17E+00,9.36E-01,6,0
TKTL2,1.14E-07,1.17E+00,4.59E-02,6,0
OR10T2,1.20E-01,1.17E+00,-8.11E-01,6,0
INS,3.01E-01,1.17E+00,9.00E-01,6,0
LRRC17,1.15E-07,1.17E+00,5.42E-01,6,0
WNT16,1.65E-06,1.17E+00,-1.73E-01,6,0
GDE1,6.12E-06,1.17E+00,7.88E-01,6,0
SH3BGRL,3.01E-01,1.17E+00,5.28E-01,6,1
PHTF1,9.69E-26,1.17E+00,1.02E+00,6,0
ADH6,1.64E-06,1.17E+00,5.95E-01,6,0
DMGDH,2.05E-24,1.17E+00,5.63E-01,6,3
FAM53A,3.57E-03,1.17E+00,-4.45E-01,6,0
IL1RL1,1.44E-12,1.17E+00,-1.19E+00,6,0
SLC39A3,1.20E-01,1.17E+00,6.69E-01,6,0
CROT,4.43E-25,1.17E+00,4.57E-03,6,2
IFLTD1,1.09E-10,1.17E+00,8.09E-01,6,0
RBM11,2.24E-05,1.17E+00,3.80E-01,6,0
PLAC8,1.20E-01,1.17E+00,1.06E+00,6,0
FAM26E,1.02E-03,1.17E+00,-5.18E-03,6,0
ATAD3C,7.27E-09,1.17E+00,-8.16E-01,6,1
EGFL8,1.13E-07,1.17E+00,7.74E-01,6,2
LINGO3,1.21E-02,1.17E+00,1.70E+00,6,0
GLT6D1,1.20E-01,1.17E+00,-9.07E-01,6,0
ADAL,1.63E-06,1.17E+00,1.18E+00,6,0
NR1I2,7.27E-09,1.17E+00,-6.22E-01,6,0
CCNO,3.55E-03,1.17E+00,-1.36E-01,6,0
CHADL,2.89E-08,1.17E+00,1.96E+00,6,0
RAB3C,2.89E-04,1.17E+00,1.26E+00,6,0
DCT,7.39E-14,1.17E+00,-3.48E-01,6,0
CLIC5,1.62E-06,1.17E+00,5.39E-01,6,0
CLN8,3.56E-03,1.17E+00,-7.66E-01,6,0
SSPN,3.96E-02,1.17E+00,9.71E-01,6,0
FCAMR,4.48E-10,1.17E+00,1.00E+00,6,0
DSPP,1.12E-07,1.17E+00,1.10E+00,6,0
TAS1R1,7.34E-14,1.17E+00,4.06E-01,6,5
INPP5J,1.81E-16,1.18E+00,8.98E-01,6,1
PRSS27,8.01E-05,1.18E+00,7.78E-01,6,0
FDXACB1,4.40E-10,1.18E+00,7.41E-02,6,0
MRPL42,3.96E-02,1.18E+00,-2.07E-01,6,0
MYO19,1.55E-34,1.18E+00,1.84E-01,6,0
PAQR7,2.88E-04,1.18E+00,9.51E-01,6,0
DPCD,2.88E-04,1.18E+00,2.79E-01,6,0
SLC26A4,8.99E-22,1.18E+00,-2.01E+00,6,0
ALG2,8.05E-05,1.18E+00,-7.90E-02,6,0
MED22,8.04E-05,1.18E+00,3.70E-01,6,0
FMO4,1.06E-10,1.18E+00,4.37E-01,6,1
NUDT17,1.11E-07,1.18E+00,-7.30E-01,6,0
GPATCH11,1.12E-07,1.18E+00,1.20E-02,6,0
MED29,1.02E-03,1.18E+00,-3.25E-01,6,0
NPHS2,7.22E-09,1.18E+00,6.86E-01,6,0
CD320,3.53E-03,1.18E+00,2.44E-01,6,0
C12orf10,4.35E-10,1.18E+00,-2.78E-01,6,0
IGFL3,1.20E-02,1.18E+00,1.47E-01,6,0
CYP1B1,2.20E-05,1.18E+00,-7.48E-01,6,0
CCDC126,1.19E-01,1.18E+00,5.60E-01,6,0
C6orf203,1.01E-03,1.18E+00,-1.67E-01,6,0
ADAM2,1.89E-22,1.18E+00,-6.51E-01,6,1
FRMPD2,1.51E-32,1.18E+00,-7.50E-01,6,15
CLDN1,1.01E-03,1.18E+00,3.23E-02,6,0
CHMP1A,2.85E-04,1.18E+00,7.60E-01,6,0
RANBP3L,7.80E-16,1.18E+00,4.26E-01,6,1
TMLHE,7.96E-05,1.18E+00,6.37E-01,6,12
UTP11L,1.09E-07,1.18E+00,4.21E-01,6,0
MDH1B,6.87E-14,1.18E+00,4.48E-01,6,0
HELT,1.01E-03,1.18E+00,-2.27E-01,6,0
TRIM55,6.90E-14,1.18E+00,-6.99E-02,6,1
GBP7,1.55E-14,1.18E+00,-2.49E-01,6,3
CEBPA,5.54E-01,1.18E+00,5.68E-01,6,0
C16orf78,5.94E-06,1.18E+00,5.65E-03,6,2
CCNB2,5.74E-12,1.18E+00,7.14E-02,6,0
BLOC1S2,1.19E-02,1.18E+00,1.00E+00,6,0
C16orf93,2.76E-08,1.18E+00,4.19E-03,6,6
CCDC173,3.42E-15,1.18E+00,2.43E-01,6,1
LIPG,1.02E-10,1.18E+00,8.57E-01,6,0
NOP16,1.20E-02,1.18E+00,4.94E-01,6,0
CHST9,6.95E-09,1.18E+00,-3.44E-02,6,1
NDUFA1,5.53E-01,1.18E+00,9.63E-01,6,0
NSMCE1,2.18E-05,1.18E+00,5.58E-01,6,0
TTLL13,5.65E-12,1.18E+00,7.08E-01,6,2
SLC46A3,6.92E-09,1.18E+00,4.85E-01,6,1
CCDC89,7.85E-05,1.18E+00,5.61E-02,6,0
IL17F,3.92E-02,1.18E+00,-1.60E-01,6,1
RAD51AP2,7.97E-20,1.18E+00,-5.54E-02,6,1
UBL4A,2.99E-01,1.18E+00,7.04E-01,6,0
CTBS,1.08E-07,1.18E+00,6.59E-01,6,0
ZCCHC3,1.19E-02,1.18E+00,1.41E+00,6,0
STXBP6,7.87E-05,1.18E+00,7.11E-01,6,0
CXCL1,1.18E-01,1.18E+00,1.53E-02,6,0
OR52I1,1.19E-01,1.18E+00,-8.43E-01,6,0
CXCL12,1.19E-01,1.18E+00,-2.53E-01,6,0
GOLGA6C,1.00E-03,1.18E+00,-1.11E+00,6,0
NANOS3,3.92E-02,1.18E+00,1.35E+00,6,0
CLRN3,3.92E-02,1.18E+00,-5.38E-01,6,0
GTF3C6,2.83E-04,1.18E+00,4.26E-01,6,0
ACOT9,6.80E-09,1.18E+00,7.02E-01,6,16
ISM2,2.33E-11,1.18E+00,3.46E-01,6,0
FOXR1,1.55E-06,1.18E+00,1.56E-01,6,0
C20orf78,5.53E-01,1.18E+00,9.35E-01,6,0
TGM7,7.84E-20,1.18E+00,2.86E-02,6,0
FANK1,1.68E-09,1.18E+00,5.55E-01,6,1
MARVELD2,1.26E-12,1.18E+00,1.97E-01,6,0
ZNF354C,4.11E-10,1.18E+00,3.36E-01,6,0
COTL1,3.91E-02,1.18E+00,-1.25E-01,6,0
ASAH1,1.26E-12,1.18E+00,-2.21E+00,6,0
BCMO1,5.50E-12,1.18E+00,-8.98E-01,6,1
UGT2A1,2.90E-13,1.18E+00,-1.77E+00,6,193
SQRDL,4.13E-10,1.18E+00,5.32E-01,6,0
STK19,6.74E-09,1.18E+00,2.36E-01,6,0
METTL2B,1.67E-09,1.18E+00,1.03E-01,6,2
NT5E,2.29E-11,1.18E+00,6.04E-01,6,0
EEFSEC,2.70E-08,1.18E+00,6.35E-01,6,0
SLC15A5,1.67E-09,1.18E+00,9.08E-01,6,0
ABHD3,1.67E-09,1.18E+00,5.68E-01,6,0
ENPP6,6.75E-09,1.18E+00,3.11E-01,6,0
HEPHL1,1.15E-34,1.18E+00,1.84E-01,6,1
CUZD1,2.29E-11,1.18E+00,5.80E-01,6,0
ZNF404,2.68E-08,1.18E+00,9.92E-01,6,0
KRTAP1-3,1.18E-01,1.18E+00,1.45E-01,6,0
OAF,3.46E-03,1.18E+00,7.39E-01,6,0
PTPRH,1.03E-36,1.18E+00,-7.93E-01,6,9
ASPN,1.04E-07,1.18E+00,7.46E-01,6,0
FAM71F1,1.05E-07,1.18E+00,7.82E-01,6,2
PCDHGA7,1.23E-12,1.18E+00,-3.06E-01,6,2
IL13RA2,4.02E-07,1.18E+00,7.60E-01,6,1
LURAP1,1.18E-02,1.18E+00,3.43E-01,6,1
EFCC1,1.05E-07,1.18E+00,7.23E-01,6,0
SSUH2,3.99E-10,1.18E+00,-4.41E-01,6,0
EIF1AY,5.52E-01,1.18E+00,1.03E+00,6,0
SEL1L2,7.34E-20,1.18E+00,2.67E-01,6,0
TMEM179B,9.89E-04,1.18E+00,-8.43E-01,6,1
