GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratioPercentile	EdgeCase
PFN1	-0.03	56.85	-0.08	47.79	0.01	50.22	0.17	64.34	-0.16	43.78	-0.09	53.45	0.06	55.51	0.04	61.25	3.812334377	Y
PFN2	0.04	62.93	0.04	56.25	0.07	53.93	0.25	71.16	0.01	55.83	0.02	62.73	0.16	62.02	0.1	65.33	42.54998795	Y
PFN4	-0.12	48.6	0.04	56.64	0.2	63.27	0.36	77.52	0.16	64.82	-0.13	49.82	-0.27	33.32	-0.18	43.38	89.24957841	Y
PGAM1	-0.16	44.62	-0.03	51.4	0.08	55.24	0.31	74.81	-0.32	32.45	-0.19	43.65	-0.07	46.14	0.18	69.93	38.90628764	Y
PGAM2	-0.22	39.07	-0.51	21.56	0.21	63.48	0.04	53.03	-0.55	21.03	-0.57	18.09	-0.28	32.19	-0.28	34.54	67.94145989	N
PGAM4	1.05	91.42	0.42	76.81	0.29	68.4	0.56	85.57	0.5	79.81	0.38	78.32	0.62	83.04	0.53	82.31	98.81956155	N
PGAM5	0.89	89.69	0.17	65.76	-0.15	39.85	0.38	78.41	0.48	79.08	0.65	85.77	0.19	64.07	0.41	78.67	32.08865334	N
PGAP1	-0.74	11.95	-0.67	15.86	-0.08	44.55	-0.36	24.13	-0.44	25.8	-0.74	11.96	-0.67	16.31	-0.75	12.68	57.25126476	N
PGAP2	-0.49	21.37	-0.29	33.2	0.03	51.59	-0.08	42.99	-0.28	35.31	-0.41	27.43	-0.1	43.86	-0.15	44.42	17.56805589	N
PGAP3	-0.41	26.34	0.33	73.41	0.41	74.33	0.02	51.26	-0.25	37.42	-0.38	28.74	0.63	83.41	-0.39	27.64	45.39869911	N
PGBD1	1.74	96.26	1.14	92.33	1.23	93.65	-0.56	16.02	1.92	97.2	3.07	99.03	1.42	94.94	1.93	96.93	87.93664177	N
PGBD2	-0.42	24.76	-0.82	11.88	-0.65	16.99	-0.48	18.87	-0.37	29.35	-0.7	13.17	-0.46	23.08	-0.55	19.04	69.8506384	N
PGBD3	-0.78	10.9	-0.49	22.65	-0.34	29.11	0.17	63.59	-0.85	11.7	-0.77	11.38	-0.13	41.19	0.43	79.24	74.04842207	N
PGBD4	-0.09	50.47	-0.31	31.93	-0.45	24.17	0.19	66.37	-0.55	21.03	-0.57	18.09	-0.06	46.82	0.03	60.12	37.02119971	N
PGC	-0.61	16.18	0.26	70.52	0.43	75.11	0.37	77.83	-0.27	35.59	-0.64	15.52	-0.28	32.19	-0.28	34.54	65.65887738	N
PGD	-0.17	43.88	-0.67	15.76	-0.36	28.49	-0.47	19.34	-0.51	22.35	-0.02	57.92	-0.28	32.19	-0.28	34.54	30.96241869	N
PGF	-0.23	38.75	-0.38	27.42	0.61	81.95	-0.06	44.03	-0.39	28.47	-0.24	39.98	-0.12	42.85	-0.24	38.27	70.18188388	Y
PGGT1B	0.09	66.37	-0.03	51.66	0.07	54.81	-0.17	36.22	-0.21	39.76	-0.36	30.17	0.37	74.12	0.15	68.34	35.73235365	N
PGK1	-0.28	35.17	-0.45	24	-0.68	16.26	-0.11	39.74	-0.39	28.47	-0.24	39.98	-0.31	30.41	-0.21	40.71	97.3982173	Y
PGK2	-0.51	20.54	0.42	77.06	0.28	67.61	0.77	90.79	-0.35	30.95	-0.45	24.65	0.78	87.12	0.32	75.45	78.18597928	N
PGLYRP1	-0.16	44.62	0.46	78.28	0.66	83.57	0.6	86.55	-0.22	39.02	-0.13	49.82	0.62	83.04	0.15	68.34	64.28571429	N
PGLYRP2	2.11	97.52	1.47	95.25	0.24	65.52	-0.41	21.7	1.36	94.2	1.84	96.62	1.01	91.06	2.15	97.63	82.64875934	N
PGLYRP3	1.27	93.6	1.2	92.98	1.51	96.06	1.59	97.84	1.32	93.93	0.76	87.55	1.64	96.36	1.08	91.75	42.81498434	N
PGLYRP4	1.9	96.87	1.26	93.58	1.39	95.15	0.67	88.51	1.31	93.86	2.05	97.28	0.61	82.82	1.44	94.71	81.31173211	N
PGM1	0.98	90.75	-0.22	37.66	-0.17	38.39	-0.19	34.42	0.4	75.85	1.18	93	-0.53	20.56	0.24	72.5	42.05010841	N
PGM2	-0.45	23.17	0.09	60.65	0.58	80.9	-0.22	32.07	-0.57	19.93	-0.3	33.53	0.23	66.71	-0.19	41.14	88.62924596	N
PGM2L1	0.63	85.22	0.51	80.2	-0.59	18.94	-0.5	18.14	0.76	86.53	1.12	92.45	0.07	55.79	0.4	78.24	54.31221392	N
PGM3	-0.07	53.25	-0.27	34.6	0.21	63.98	0.23	69.1	-0.18	42.09	0.19	71.2	-0.19	37.79	-0.22	39.22	93.47145266	N
PGM5	-0.32	31.44	-0.42	25.64	0.07	54.32	0.22	67.88	-0.06	50.06	-0.21	40.48	-0.07	45.34	-0.46	23.37	40.26740544	N
PGPEP1	-0.28	35.17	-0.21	38.58	-0.39	27.08	-0.11	39.74	0.02	56.56	-0.21	41.76	-0.45	23.52	-0.3	33.66	70.27222356	Y
PGPEP1L	1.66	95.96	1.28	93.77	1.29	94.21	0.87	92.5	1.65	96.03	1.73	96.26	0.55	80.86	0.56	82.76	98.96410503	N
PGRMC1	-0.06	54.08	0.13	62.74	-0.07	44.8	0.14	61.38	0.26	69.87	-0.07	55.41	-0.08	45.18	-0.05	53.64	56.12503011	Y
PGS1	-0.52	19.77	-0.34	30.56	-0.93	10.72	-0.4	22.2	-0.31	33.16	-0.43	25.96	-0.77	13.44	-0.28	34.54	19.46518911	N
PHACTR2	0.19	70.88	-0.05	50.34	0.35	71.64	0.32	75.22	-0.13	44.96	0.51	82.39	0.6	82.51	0.05	61.75	44.1038304	N
PHACTR3	-0.92	7.85	-0.22	37.6	-0.02	48.18	-0.29	27.84	-0.16	42.82	-0.28	35.15	-0.45	23.63	-0.7	13.8	27.19826548	N
PHACTR4	-0.08	51.54	-0.44	24.53	0.31	69.56	0.01	50.18	-0.42	26.02	0.08	65.84	0.26	68.6	-0.01	56.62	54.25801012	N
PHAX	-0.22	39.07	-0.27	34.71	0.21	63.48	-0.24	30.91	-0.17	42.53	-0.05	56.02	-0.08	44.23	-0.31	32.45	88.14743435	N
PHB	-0.12	48.6	0.04	56.64	-0.38	27.38	0.07	55.44	0.12	62.86	-0.15	47.68	0.17	62.87	-0.05	53.64	14.31582751	Y
PHB2	-0.25	37.63	-0.41	26.23	-0.74	14.48	-0.08	42.56	-0.52	21.96	-0.32	33.13	-0.27	33.32	-0.18	43.38	2.433148639	Y
PHC1	0.33	76.57	0.05	57.48	-0.42	25.69	0.59	86.36	-0.26	35.78	0.19	70.6	0.13	60.61	0.13	67.32	29.37846302	N
PHC2	0.4	79.18	-0.48	22.78	-0.95	10.34	-0.39	22.55	0.51	79.9	0.48	81.42	-0.82	12.36	0.06	62.49	64.11105758	N
PHC3	-0.67	13.83	-0.46	23.63	-0.61	18.26	-0.47	19.01	-0.05	51.18	-0.98	6.89	-0.44	24.14	-0.47	22.92	47.54878343	N
PHEX	-0.72	12.33	-1.13	6.43	-1.35	5.63	-0.63	13.6	-0.99	8.77	-0.62	16.23	-1.16	6.89	-0.75	12.68	14.49650687	N
PHF1	0.15	69	-0.33	30.7	-0.64	17.22	-0.58	15.25	-0.2	40.2	-0.07	54.03	-0.23	35.31	-0.01	56.62	57.05251747	N
PHF10	-0.26	36.41	-0.43	25.15	-0.35	29	-0.1	41.12	0.27	70.41	-0.3	34.73	-0.31	30.41	-0.21	40.71	48.21729704	Y
PHF11	0.24	72.99	-0.05	49.76	-0.25	33.9	0.29	73.88	-0.29	34.57	-0.17	45.6	-0.07	46.14	0.18	69.93	84.23271501	Y
PHF12	-1.18	4.68	-1.13	6.52	-0.89	11.39	-0.9	8.56	-0.97	9.07	-0.55	18.37	-0.5	21.85	-1.12	6.01	73.51240665	N
PHF13	-0.42	25.38	-0.43	25.37	-0.64	17.16	-0.28	28.4	-0.42	26.73	-0.26	38.17	-0.59	18.91	-0.15	44.42	13.75572151	N
PHF14	-0.4	26.61	-0.53	20.78	-1.3	6.05	-0.16	36.67	0.21	67.45	-0.05	56.02	-1.09	7.81	-1.02	7.06	26.11418935	N
PHF19	-0.18	42.6	0.02	55.61	-0.4	26.41	-0.21	32.96	-0.86	11.45	-0.53	20.14	-0.08	44.23	-0.31	32.45	10.38304023	N
PHF2	-0.79	10.63	-1.03	7.86	-1.23	6.65	-0.81	10	-0.94	9.62	-1.25	3.86	-1.15	6.97	-1.16	5.51	10.47940255	N
PHF20	-0.57	17.51	-0.55	19.86	-0.91	11.06	-0.36	24.23	-0.11	46.29	-0.49	21.48	-1.04	8.58	-0.22	38.61	27.65598651	N
PHF20L1	-1.04	6.27	-1.37	4.43	-0.63	17.55	-0.71	11.74	-1.22	5.95	-1	6.6	-0.36	28.16	-1.02	7.06	58.28113708	N
PHF21A	-0.29	33.48	-0.62	17.31	-0.72	14.99	-0.04	45.95	-0.13	44.96	-0.02	57.92	-0.9	10.83	-0.52	20.29	55.01084076	N
PHF21B	-0.01	58.28	0.89	89.24	0.95	90.06	0.39	78.6	0.77	86.69	0.36	77.15	0.93	89.69	-0.38	27.9	53.73403999	N
PHF23	-0.38	28.24	-0.36	28.93	-0.38	27.49	-0.23	31.65	-0.28	35.31	-0.41	27.43	-0.36	27.99	-0.24	38.27	42.33919537	N
PHF3	-1.16	4.85	-0.8	12.1	-0.25	34.01	-0.88	8.82	-1.54	3.27	-1.63	1.82	-0.98	9.36	0	57.46	62.96073235	N
PHF5A	0.13	68.19	0.15	63.81	0.16	60.42	0.34	76.34	0.15	63.94	0.1	67.97	0.25	67.76	0.16	68.58	#N/A	N
PHF6	0	59.32	-0.03	51.04	-0.2	36.54	0.2	67.15	-0.12	46.17	-0.07	55.41	0.16	62.02	0.1	65.33	25.91544206	Y
PHF7	0.12	68.07	0.24	69.21	-0.14	40.79	-0.15	37.38	-0.01	54.49	-0.24	39.98	-0.2	37.31	-0.06	52.06	34.86509275	N
PHF8	-0.48	22.15	-0.03	51.92	-0.66	16.68	0.23	69.1	0.34	73.83	-0.49	22.26	-0.74	14.34	-0.48	22.63	5.083112503	N
PHGDH	-0.87	9.02	-0.62	17.36	-0.59	19	-0.51	17.69	-0.57	19.93	-0.83	9.81	-0.56	19.5	-0.46	23.37	65.84557938	N
PHIP	-0.03	56.9	-1.24	5.49	-1.72	3.28	-0.98	7.32	-0.93	9.77	0.29	74.49	-0.88	11.04	-0.05	53.8	9.943387136	N
PHKA1	-0.82	9.94	-0.8	12.46	-0.32	30.27	-0.46	19.47	-0.37	29.35	-0.7	13.17	-1.35	5.14	-0.87	9.64	73.1992291	N
PHKA2	-1.36	3.36	-0.57	19.05	-1.09	8.19	-0.43	20.78	-1.29	5.09	-0.47	22.39	-1.03	8.7	-1.55	2.8	21.7718622	N
PHKB	-0.58	17.34	0.37	74.74	0.82	87.62	0.98	93.87	0.61	82.6	-0.17	43.7	0.09	57.34	-1.07	6.39	84.33509998	N
PHKG1	-1.07	5.92	-1.42	4.11	0.16	60.34	-0.75	11.15	-0.8	12.7	-0.98	6.89	-1.28	5.73	-1.15	5.69	50.560106	N
PHKG2	-0.61	16.18	-0.71	14.5	-0.73	14.8	-0.21	32.96	-1.03	8.34	-0.64	15.52	-0.59	18.91	-0.15	44.42	26.19850638	N
PHLDA2	-0.05	55.48	-0.1	46.2	0.26	66.51	0.15	62.8	-0.12	46.17	-0.07	55.41	0.31	70.74	0.04	61.25	97.42230788	Y
PHLDA3	0.38	78.66	0.17	65.33	0.15	59.99	0.46	81.79	0.26	69.87	0.46	81.29	0.55	80.99	0.04	61.25	42.2488557	Y
PHLDB1	-1.89	1.4	-1.85	2.05	0.62	82.22	-1.03	6.64	-1.3	5.04	-2.25	0.72	-1.87	2.46	-1.71	2.15	59.43748494	N
PHLDB2	0.16	69.6	0.48	78.88	-0.29	31.69	0.59	86.32	-1.43	3.9	-1.08	5.46	0.95	90.04	0.46	79.97	42.14044808	N
PHLDB3	-0.24	37.75	0.05	57.52	1.47	95.79	0.7	89.01	0.47	78.39	0.7	86.3	-0.03	47.84	-0.68	14.44	86.55143339	N
PHLPP2	-0.81	10.25	-1.23	5.56	-0.69	15.77	-1.04	6.61	-0.76	13.49	-0.32	31.68	-1.44	4.46	-1.2	5.11	53.28836425	N
PHOSPHO2	-0.13	47.18	-0.01	53.19	0.31	69.3	0.32	75.81	-0.22	39.02	-0.13	49.82	0.07	56.4	-0.12	48.49	96.81402072	Y
PHOX2B	-0.06	54.08	0.13	62.74	-0.22	35.67	0.42	80.35	-0.09	48.54	-0.05	57.34	0.07	56.4	-0.12	48.49	0.505902192	Y
PHPT1	0.05	63.48	0.13	63.2	-0.19	37.22	0.06	54.31	-0.18	42.09	-0.34	31.62	0.68	84.72	0.41	78.67	62.78607564	N
PHRF1	-0.3	33.25	-1.58	3.13	-1.86	2.71	-2.16	1.21	-2.77	0.62	-1.78	1.41	-2.04	2.04	-1.25	4.57	32.45603469	N
PHTF1	-0.88	8.72	-0.4	26.93	-0.63	17.74	-0.53	17.15	-0.81	12.54	-0.21	40.48	-0.65	16.71	-0.29	33.93	53.72801735	N
PHTF2	-0.14	46.38	-0.14	43.77	0.3	69.08	-0.14	37.72	-0.2	40.2	-0.07	54.03	0.54	80.6	-0.06	52.06	50.51192484	N
PHYH	-0.12	47.71	0.62	83.36	0.78	86.57	0.45	81.45	0.72	85.7	0.04	63.43	0.07	55.79	0.02	59.28	87.50301132	N
PHYHD1	0.33	76.74	-0.05	50.22	1.48	95.9	0.5	83.39	0.28	70.75	0	59.84	0.54	80.6	0.32	75.45	64.72536738	N
PHYHIP	-0.38	28.24	-0.6	17.75	-1.1	8.01	-0.23	31.65	-0.46	24.98	-0.28	36.38	-0.78	13.08	-0.51	21.08	1.066008191	N
PHYHIPL	0.16	69.92	-0.16	41.64	-0.45	24.09	-0.08	42.56	0.09	60.89	0.36	77.59	-0.3	31.21	0.03	60.12	13.86412913	Y
PHYKPL	-0.31	32.42	0.09	60.57	-0.04	47.16	-0.34	24.96	-0.27	35.59	-0.64	15.52	-0.27	32.44	-0.43	24.92	58.06432185	N
PI15	-0.31	33.12	0.24	69.21	0.12	57.55	0.72	89.58	-0.15	44.43	-0.32	33.13	0.04	53.75	-0.3	33.66	38.17152493	N
PI16	0.56	83.45	0.42	77.16	0.08	55.5	-0.01	48.77	1.59	95.69	-0.13	48.29	0.37	73.75	0.28	73.84	46.19368827	N
PI3	0.99	90.88	0.57	81.99	0.13	58.55	-0.08	42.56	0.96	90.07	1.25	93.67	0.67	84.39	0.56	83.03	24.88556974	N
PI4K2A	0.15	69.36	0.55	81.38	0.38	72.97	-0.1	41.12	0.75	86.23	-0.24	39.98	0.09	57.81	-0.03	54.84	58.52806553	N
PI4K2B	-0.33	31.07	-0.54	20.26	-0.55	20.25	-0.18	35	-0.21	39.76	-0.36	30.17	-0.41	25.66	-0.27	35.97	24.26523729	N
PI4KA	-2.76	0.43	-4.02	0.18	-3.58	0.51	-3.01	0.42	-3.25	0.33	-1.99	1.03	-3.84	0.3	-3.12	0.33	13.22572874	N
PI4KB	-0.68	13.66	-0.82	11.77	-1.08	8.37	-0.29	27.7	-0.78	13.28	-0.72	12.54	-0.59	18.91	-0.54	19.74	14.64707299	N
PIANP	-0.09	51.36	0.08	59.76	-0.01	49.09	0.1	58.27	0.12	62.86	-0.15	47.68	0.01	52.23	0.01	58.77	#N/A	Y
PIAS1	-0.48	22.15	-0.51	21.41	-1.24	6.53	-0.35	24.69	-0.72	14.83	-0.45	24.65	-0.35	28.67	-0.39	27.64	1.776680318	N
PIAS2	-0.42	25.38	-0.43	25.37	-0.64	17.16	-0.28	28.4	-0.31	33.16	0.1	67.67	-0.44	24.06	-0.45	24.32	11.53336545	N
PIAS3	-0.48	21.63	-0.66	15.91	-0.08	43.97	-0.26	29.98	-0.71	15.09	-0.15	46.2	-0.19	37.39	-1.24	4.76	34.79282101	N
PIAS4	-0.5	20.75	-0.69	15.27	-0.56	19.76	-0.85	9.27	-0.95	9.58	-0.83	9.81	-1.08	7.91	-0.79	11.45	7.148879788	N
PIBF1	0.51	82.28	0.43	77.29	-0.33	29.46	0.04	51.63	0.99	90.45	1.08	91.97	0.2	64.62	-0.14	46.05	77.61985064	N
PICALM	-0.62	15.69	-0.49	22.51	-0.77	13.81	-0.52	17.53	-0.12	45.17	-0.79	10.81	-0.55	20.05	-0.36	29.59	19.48927969	N
PICK1	-0.51	20.54	-0.8	12.24	-1.18	7.22	-0.38	23.02	-0.62	18.12	-0.38	28.74	-0.83	12.13	-0.54	19.74	6.558660564	N
PID1	-0.36	29.16	-0.34	30.37	0.1	56.51	0.07	55.79	-0.56	20.63	-0.34	31.62	-0.35	28.67	-0.39	27.64	30.78173934	N
PIDD	-0.49	20.76	-1.38	4.36	-0.54	20.58	-1.15	5.54	-1.06	7.62	-0.51	20.2	-1	9.14	-0.46	22.95	45.50108408	N
PIEZO1	1.3	93.8	3.75	99.6	4.23	99.73	1.34	96.81	3.37	99.35	1.25	93.52	3.35	99.55	4.03	99.57	11.25030113	N
PIF1	1.01	91.07	0.56	81.67	1.07	91.82	0.42	80.14	-0.29	33.62	0.17	69.79	1.04	91.47	1.31	93.84	57.04649482	N
PIFO	0.72	86.98	0.3	72.01	0.39	73.25	0.09	56.76	0.63	83.48	0.99	91.11	0.47	78	0.59	83.77	#N/A	Y
PIGA	0.28	74.82	0.24	68.98	0.16	60.65	0.04	52.37	0.19	66.52	0.42	79.89	0.27	69.07	0.24	72.41	66.65261383	Y
PIGC	0.12	68.07	0.02	55.22	0.3	68.98	0.16	63.19	0.43	77.45	0.87	89.55	-0.05	47.38	-0.12	47.02	62.56926042	Y
PIGF	0.18	70.58	0.33	73.27	0.17	61.25	0.21	67.55	0.47	78.73	0.36	77.59	-0.06	46.82	-0.36	29.59	46.64538665	N
PIGG	1.62	95.71	1.79	96.87	0.46	76.26	-0.31	26.59	0.22	67.5	1.12	92.28	1.33	94.26	2.63	98.62	83.13659359	N
PIGH	-0.13	47.18	-0.23	36.86	-0.13	41.17	0.05	53.89	-0.32	32.45	-0.19	43.65	-0.17	38.94	-0.12	48.49	72.34401349	Y
PIGK	0.09	66.37	-0.32	31.69	0.07	54.81	-0.2	33.83	-0.21	39.76	0.17	70.35	-0.01	50.36	0.06	62.42	26.38520838	N
PIGL	-0.31	33.12	-0.01	53.51	0.12	57.55	0.14	61.86	0.3	72	-0.28	36.38	0.04	53.75	-0.3	33.66	87.033245	N
PIGM	0.35	77.36	-0.27	34.6	-0.37	27.94	0.23	69.1	0.24	69.07	-0.02	57.92	-0.11	43.42	0.38	77.69	85.61190075	N
PIGN	-0.07	52.8	-0.57	19.01	-1.11	7.99	-0.45	19.66	0.25	69.11	1.14	92.48	-0.59	18.55	-0.02	56.32	46.9043604	N
PIGO	-1.34	3.49	-1.35	4.61	-0.9	11.25	-0.49	18.47	-0.89	10.43	-1.27	3.8	-1.7	3.13	-1.03	6.9	46.41652614	N
PIGP	0.56	83.63	0.55	81.38	0.53	78.9	0.19	66.09	0.43	77.45	0.34	76.81	0.43	76.7	0.8	87.96	93.40520357	N
PIGQ	0.22	72.11	0.08	59.21	0.74	85.63	0.66	88.17	1.16	92.35	0.99	90.84	0.37	73.6	0.01	58.94	75.89135148	N
PIGR	0.04	62.99	-0.42	25.83	-1.22	6.72	0.24	69.88	0	54.57	-0.13	47.81	-0.92	10.45	-0.23	38.36	18.41122621	N
PIGS	0.1	66.8	0.09	60.57	0.4	73.71	-0.06	44.57	0.11	61.7	-0.64	15.52	-0.27	32.44	-0.04	54.08	78.22211515	N
PIGT	-0.47	22.42	-0.15	42.23	-0.04	46.46	-0.24	31.02	0.5	79.51	-0.34	30.5	-0.51	21.35	-0.58	17.81	61.52132016	N
PIGU	-0.15	45.05	-0.4	26.73	-0.32	30.21	-0.16	36.54	-0.55	21.03	-0.57	18.09	-0.25	34.57	-0.09	49.52	31.99229101	N
PIGV	-0.56	17.89	-0.4	26.73	-0.47	23.41	0.13	60.5	0	54.9	-0.47	23.43	-0.48	22.63	-0.25	36.93	82.86557456	N
PIGW	-0.07	53.25	-0.03	51.92	0.07	54.23	-0.06	44.44	0.1	61.42	0.12	68.73	-0.14	40.84	-0.18	41.72	53.12575283	N
PIGX	-0.13	47.18	0.5	79.89	0.16	60.65	0.92	93.12	-0.16	43.78	-0.09	53.45	0.37	74.12	0.15	68.34	57.52830643	N
PIGY	-0.02	58.07	0.19	66.57	0.63	82.64	0.47	82.41	0.29	71.41	-0.05	57.34	0.46	77.54	-0.02	56.24	86.96097326	Y
PIGZ	0.41	79.58	0.29	71.62	0.55	79.7	-0.37	23.44	1.03	90.99	0.87	89.28	-0.62	17.73	0.42	78.73	66.23705131	N
PIH1D1	1.7	96.12	0.86	88.69	0.1	56.51	0.35	76.89	0.89	89.12	1.73	96.26	0.69	85	1.42	94.58	34.1785112	N
PIH1D2	0.21	71.78	0.64	83.78	0.54	79.49	0.26	71.45	0.5	79.81	0.91	90.02	0.62	83.04	0.15	68.34	92.76680318	N
PIH1D3	0.05	64.03	0.3	71.81	0.11	56.84	0.27	72.42	0.46	78.24	0.06	65.58	0.06	55.51	0.04	61.25	11.12984823	Y
PIK3AP1	0.74	87.3	0.05	57.48	0.17	60.88	-0.27	28.9	0.09	60.27	0.7	86.3	-0.1	43.54	0.36	77.08	17.76078053	N
PIK3C2A	-1.49	2.71	-1.48	3.72	-1.31	5.9	-1.43	3.49	-1.63	2.93	-0.68	13.23	-1.12	7.36	-1.23	4.82	57.96193688	N
PIK3C2B	-2.46	0.64	0.45	77.93	-0.85	12.17	0.32	75.22	-0.14	44.44	-2.18	0.78	-1.38	4.81	-1.34	3.87	44.56757408	N
PIK3C2G	-0.21	39.9	0.64	83.79	1.86	97.69	0.45	81.09	1.72	96.37	0.63	85.04	1.18	92.95	0.36	76.61	84.71452662	N
PIK3C3	-0.85	9.32	-1.35	4.56	-0.98	9.75	-0.8	10.11	-1.29	5.17	-0.81	10.28	-0.96	9.8	-0.78	11.79	30.71549024	N
PIK3CA	-0.02	57.41	-0.45	24.19	-0.54	20.65	-0.3	27.45	-0.38	29.05	0.06	64.99	-0.3	31.21	0.03	60.12	8.208865334	N
PIK3CB	-0.91	8.09	-1.42	4.1	-1.14	7.64	-0.85	9.27	-1.43	4	-0.89	8.32	-1.25	5.89	-0.81	11.04	32.52830643	N
PIK3CD	-0.56	17.99	-1.66	2.72	-1.89	2.59	-1.4	3.63	-1.27	5.35	-0.74	11.5	-1.54	3.92	-1.25	4.66	8.238978559	N
PIK3CG	0.18	70.61	-0.81	12.05	-0.39	26.96	-0.64	13.44	-0.68	15.9	0.21	71.26	-0.07	45.4	-0.09	49.57	80.28788244	N
PIK3IP1	0.19	71.21	0.35	74.18	0.36	71.87	0.24	70.23	0.4	76.21	0.31	76.03	0.27	69.07	0.62	84.46	54.06528547	N
PIK3R1	-0.22	39.07	-0.76	13.45	-0.81	12.92	-0.53	16.97	-0.68	16.14	-0.13	48.29	-0.87	11.42	-0.34	30.52	36.18405204	N
PIK3R2	-0.24	37.97	-0.53	20.7	-0.85	12.13	-0.55	16.35	0.11	61.7	-0.11	50.34	-0.72	14.97	-0.4	26.66	34.81691159	N
PIK3R3	0.05	63.48	-0.09	46.74	-0.19	37.22	0.07	55.79	0.48	79.08	0.12	68.73	-0.06	46.82	0.03	60.12	97.35003614	N
PIK3R4	-0.94	7.5	-1.13	6.56	-0.65	17.01	-1.08	6.15	-1.31	5.02	-1.29	3.59	-1.6	3.61	-1.13	5.85	38.91231029	N
PIK3R5	-1.24	4.22	-0.46	23.66	-0.47	23.18	-0.66	12.95	-0.1	47	-1.25	3.97	-0.97	9.61	-0.26	36.05	22.62105517	N
PIKFYVE	-0.17	43.5	-1.4	4.16	-0.35	28.83	-1.14	5.63	-0.97	8.94	0.65	85.39	-1.79	2.77	0.41	78.26	36.12382558	N
PILRA	0.75	87.44	0.69	85.1	0.03	51.59	1.08	94.9	0.86	88.51	0.65	85.77	0.25	68	0.14	67.69	43.57383763	N
PILRB	-0.23	38.75	-0.14	43.29	0.17	61.25	-0.06	44.03	-0.36	30.26	-0.21	41.76	0.42	76.19	0.18	69.93	78.52324741	Y
PIM1	0.14	68.71	0.28	71.27	-0.39	27.08	-0.11	39.74	0.02	56.56	-0.21	41.76	-0.01	50.36	0.06	62.42	13.04504939	N
PIM2	-0.1	49.88	-0.19	39.68	0.1	56.32	0.09	56.76	-0.19	41.39	-0.11	51.62	-0.08	45.18	-0.05	53.64	1.951337027	Y
PIN1	-0.12	48.6	-0.03	51.4	-0.09	43.74	0.07	55.44	0.19	66.52	-0.11	51.62	-0.31	30.41	-0.21	40.71	8.582269333	Y
PIN4	1.13	92.43	0.55	81.22	0.24	65.68	0.66	88.32	0.67	84.33	1.01	91.35	0.28	69.61	0.86	88.93	18.3570224	N
PINK1	0.16	69.46	-0.46	23.63	0.12	57.73	-0.76	10.77	0.12	62.22	0.19	70.6	-0.44	24.14	0.3	74.75	69.83257046	N
PINX1	0.56	83.45	0.89	89.19	0.96	90.15	1.73	98.23	0.83	88.05	0.93	90.27	0.51	79.36	1.14	92.47	72.48253433	N
PIP	0.16	69.92	1.06	91.47	0.42	74.69	1.36	96.92	0.4	76.21	0.31	76.03	0.97	90.36	0.06	62.42	66.56227415	N
PIP4K2A	0.09	66.37	-0.03	51.66	-0.65	16.83	-0.17	36.22	-0.31	33.16	0.1	67.67	-0.06	46.82	0.41	78.67	9.521801975	N
PIP4K2B	-0.33	31.07	-0.05	50.01	-0.84	12.4	0.11	58.69	-0.08	49.36	-0.28	36.38	-0.59	18.91	-0.54	19.74	7.666827271	N
PIP4K2C	-0.02	57.41	-0.45	24.19	-0.68	16.07	-0.3	27.45	-0.28	35.31	0.12	68.73	-0.59	18.91	-0.15	44.42	11.74415803	N
PIP5K1A	-0.48	22.15	-0.51	21.41	0.5	78.07	-0.35	24.69	-0.69	15.81	-0.43	25.96	-0.28	32.19	-0.28	34.54	26.65020477	N
PIP5K1B	-0.05	54.71	0.2	67.19	-0.18	37.81	-0.37	23.93	0.17	65.36	0.17	70.35	0.15	61.42	-0.15	44.42	48.20525175	N
PIP5K1C	-1.14	5.11	-0.31	32.23	-1.06	8.62	-0.54	16.65	-0.36	29.5	-0.41	26.29	-1.15	6.97	-1.16	5.51	10.1782703	N
PIP5KL1	-0.33	31.07	0.19	67.03	0.33	70.26	0.4	79.1	-0.28	35.31	-0.41	27.43	0.33	71.95	-0.27	35.97	79.05926283	N
PIPOX	-0.66	14.11	-0.56	19.73	-0.17	38.79	-0.28	28.77	-0.93	9.98	-0.57	18.09	-0.52	21.12	-0.04	54.08	45.89255601	N
PIR	0.52	82.59	0.48	79.25	0.26	66.7	-0.15	37.38	-0.39	28.47	-0.24	39.98	0.29	70.07	0.71	86.28	63.88219706	N
PIRT	-0.09	51.36	0.08	59.76	0.43	75	0.39	78.9	-0.22	39.02	-0.13	49.82	0.26	68.43	0.39	77.87	78.7882438	Y
PISD	-0.22	39.07	-0.27	34.71	0.35	71.64	0.04	53.03	-0.96	9.36	-0.6	17.16	0.16	62.19	0.46	80.22	49.626596	N
PITPNA	-0.18	43.45	-0.3	32.62	-0.54	20.58	0	49.5	-0.22	39.02	-0.13	49.82	-0.45	23.52	-0.3	33.66	0.626355095	Y
PITPNB	0.1	66.58	0.12	62.38	0.08	55.11	0.32	75.44	0.15	63.94	0.1	67.97	0.16	62.02	0.1	65.33	#N/A	N
